Unnamed: 0,situation,emotion
18885,It really bothers me when people stand close to me in line,angry
18886,I lost my swim bottoms at the water park going down the slide.,embarrassed
18887,I was at the doctors office waiting for the results of a blood test and I was a little scared,anxious
18888,"My parents bought me an older car, but my friend just got a brand new BMW from his parents! Life is so not fair at all!",jealous
18889,My coworker got the job that I worked so hard to get.,jealous
18890,I have a baby boy. Everything he does is amazing,proud
18891,I am eating at my favorite restaurant next week. i can not wait.,excited
18892,My neighbor shot my dog because he pooped on his lawn. I'm so angry right now I'm trying to find a way to ruin his life.,furious
18893,I met a girl from South Korea who has been travelling the world by bicycle alone. She created a blog and has had people support her to continue travelling.,impressed
18894,I have a friend that has become a millionaire from trading cryptocurrency.,impressed
18895,I went to a scary corn maze and I got spooked by one of the people in it! ,terrified
18896,i felt that i had to let it go because my son did a stupid thing ,ashamed
18897,"I was running the other day, and saw an elderly man checking his mail naked",surprised
18898,I am feeling this way while getting everything ready for graduate school.,prepared
18899,Last night I was in the basement and I saw a huge roach crawl under the washing machine. I shrieked because I hate bugs. Roaches give me the creepy crawlies!,disgusted
18900,I am going to propose to my girlfriend and I am sure she will say yes.,confident
18901,"I was at work and when I went to the bathroom, it got really busy and my coworker go overloaded! I feel really bad",guilty
18902,"Sometimes after i eat something spicy, i have too much trust in a fart.",trusting
18903,"I had a necklace that my mother gave me before she passed away, but I just lost it.",sad
18904,Someone was taking mail out of my mailbox.,furious
18905,The other day i ate my wifes leftovers. While she was asleep.,ashamed
18906,I was at the store and I found a twenty dollar bill on the ground! I was so happy,joyful
18907,I am feeling this way because my son is having a birthday soon. I can't help but think about when he was smaller.,nostalgic
18908,a while back ago I found a tiny baby kitten and decided to take it in and bottle feed it,caring
18909,I am very satisfied with where my life is right now.,content
18910,I was trying to get pregnant and my 15 year old cousin got knocked up.,jealous
18911,My girlfriend got me concert tickets to see my favorite band. I had no idea she did that for me.,surprised
18912,I am feeling this way while applying to graduate school. I really need to get in.,hopeful
18913,My grandpa gave me his pocketwatch. I love that thing,sentimental
18914,"Someone broke into our new home, and I felt this way as a result.",disgusted
18915,I have lost a little weight and  I now feel better about myself in a swimsuit.,confident
18916,Watching old tv shows,nostalgic
18917,I have such a great family. I'm so glad they get to stay home with me,caring
18918,Tomorrow is the first day I start a new job and career.,apprehensive
18919,I felt this way when I didn't get the big promotion at work I worked hard for. ,disappointed
18920,I was wearing my favorite white shorts out to eat. I accidentally sharted. ,devastated
18921,One time in computer class i thought i had a silent fart but it was really loud and everyone heard it.,embarrassed
18922,I have a big test in a few weeks and I am feeling a little worried about it.,anxious
18923,I found some old rotten sweet potatoes hiding at the back of my refrigerator.,disgusted
18924,I have a great job that allows me to stay at home. i love it,content
18925,I was out with my guy friends last weekend. A girl approached me and wanted my number but I told her no because I have a girlfriend.,faithful
18926,I was at the bar the other night and had a few too many shots. I puked and passed out inside,embarrassed
18927,My home was broken into and we never found out who it was and I felt this way.,terrified
18928,I was at a scary maze and one of the people there actually scared me! It was super funny afterwords,afraid
18929,I felt this way when I got pulled over for speeding.,guilty
18930,I've got a first date in about an hour.,anxious
18931,I have a very good feeling about the upcoming football season.,anticipating
18932,I am feeling this way right now in my life. I have so much to be thankful for.,joyful
18933,A friend of mine just got a new wrangler. i want one so bad,jealous
18934,I was at the store and I saw a guy carrying like 20 bags! It was amazing!,impressed
18935,"Every time I tell my Mom about something my child did that is so neat to me, my sister-in-law chimes in about something her child did to top it. It drives me crazy.",annoyed
18936,I was at the store and I dropped my wallet. Luckily some old man picked it up and gave it back to me before I even noticed!,grateful
18937,I have a very good feeling about the upcoming Chargers season.,confident
18938,I lost my debit card and didnt have access to funds. My bank went out of their way to ship it first class back to me free of charge.,grateful
18939,looking at old baby items,sentimental
18940,I had a fantasy draft today. After all my research i felt i was ready,prepared
18941,My friend got slammed at the bar. He was being such a headache,furious
18942,I was at the store and it was like I was the only one in there. I felt weird.,lonely
18943,"My dad told me he was going to give me a gift card to a steak house, but he never followed through.",annoyed
18944,i put in for a new job. i think i have a good shot at it.,hopeful
18945,I just saw a rattle snake in my back yard.,terrified
18946,I saw a movie the other day that i was stoked about. it wasnt good at all,disappointed
18947,My kids are joing a co-op this year. I am hoping they will enjoy it.,hopeful
18948,I saw a guy smack his wife the other day at the store. i was very furious by it,disgusted
18949,One time I lied about being sick so could skip work.,ashamed
18950,My husband started working out only 3 months ago and can already do 90 push ups in a row! Its crazy amazing! ,impressed
18951,I am expecting a very big settlement. I can not wait,anxious
18952,I found a stray dog today and decided to rescue it.,caring
18953,i had a dream i was taken hostage. i woke up very ,terrified
18954,I went to go get a snack from the kitchen and realized my kids ate them all.,disappointed
18955,My husband once let this guy come over to our house to use his tools so he could fix his truck,trusting
18956,"I was supposed to close on my house this weekend, but the people are refusing to move out!",angry
18957,My wife was sleeping and i ate her leftovers,guilty
18958,I won the lottery last week. i have never had this much money,joyful
18959,I got a big exam coming up in my chemistry class. I am worried I will fail it. I just can't get my mind around the material.,anxious
18960,"The last time we went on vacation, I brought more than enough stuff for everyone.",prepared
18961,My husband ordered pizza tonight at work.,jealous
18962,I got cut off in traffic the other day and it made me so angry!,furious
18963,I have to make a birthday cake later tonight.  I am worried I might mess it up.,anxious
18964,I was really hungry today and ate my roomates' leftovers.,guilty
18965,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,afraid
18966,Our little chihuahua was diagnosed with an auto-immune disease.  She got pancreatitis last August and then passed away in February.,devastated
18967,i have such a great family. i am so thankful for them,grateful
18968,Last night a shadowy figure was at my window.  I was so scared to see it.,terrified
18969,i hate when i am the only person in the bar. even if it is at 10 in the morning,lonely
18970,I decided to do some cleaning. Was trying to get rid of some old stuff and I could not find it in me to throw some of the stuff away,sentimental
18971,One of coworkers passed away. I dont want to go back to work.,sad
18972,My friends 3 year old is able to ride a skateboard with ease!  I was amazed at his skill!,impressed
18973,I saw a ghost the other night. He was following me when I was walking home. I was too scared to sleep the whole night.,terrified
18974,my friend punched me when he was drunk.,furious
18975,I ruined my favorite shorts today. i sharted,sad
18976,"My dad past away when  I was 13 years old. It happened so quickly, it was horrible to go through at such a young age",devastated
18977,I found my old toy and it reminded me of the old days.,nostalgic
18978,it drives me nuts when someone stands right by me in line,annoyed
18979,My dog of 10 years recently passed away. I felt so down.,sad
18980,"Spent a lot of my saturday organizing and cleaning my room. There's no better feeling that knowing you accomplished an errand you were supposed to do, and getting to enjoy clean space after your hard work.",proud
18981,I was pretty mad last week when my landlord was taking their time with replacing my ac. It was so hot,furious
18982,My roommate always pees all over the toilet seat. It makes me so mad.,annoyed
18983,I just made enough money to give myself a vacation. i feel great about myself.,hopeful
18984,I had a very nice walk with my dog. It did not pull on the leash at all and I feel very relaxed.,content
18985,I feel on top of the world when I have my kitty Trinity snuggled in my lap.  I never have to worry about her scratching me!,trusting
18986,"Been making a lot of money off of my hobby lately. I think this thing might take off and I can quit my day job... I had no idea that would happen, or that people would enjoy my work enough to do that.",surprised
18987, I saw a man slap his wife today. it made me extremely mad,angry
18988,I'm pretty satisfied in my self-discipline.  I used to have no control over my life but now I've taken the reigns,proud
18989,My friend went back to drugs.,disappointed
18990,My friend lost her father so I fixed her up some food for her and her family to help them out,caring
18991,I had to cancel on my friend tonight. It made me feel bad to do it but I was tired,disappointed
18992,I live in the greatest country in the world. It is a blessing to be here,proud
18993,My sister got to stay out late as a kid but i had a early curffue,jealous
18994,I was staying at a hostel and forgot to lock my backpack. I woke up the next day with money missing.,annoyed
18995,I'm really looking forward to starting my new semester next week. I'm really looking forward to it.,excited
18996,I always feel on edge when the puppies are outside for too long.  It makes me worry too much.,apprehensive
18997,"When I found out my brother was moving when I was younger, it really killed me. I was going to miss him so much",devastated
18998,My girlfriend enjoys going out with her friends for lady night once a month. I dont mind since I know she wont do anything stupid.,trusting
18999,I had to interview about a promotion and i know i nailed it,confident
19000,We put an offer down on a house.  I really want that house and think they'll accept our 27 milliion dollar offer.,hopeful
19001,"This week, my manager told me bad comments about my work performance. It made me feel bad.",sad
19002,Football season is almost here. i cant wait,excited
19003,My brother got hurt badly and i felt so heartfelt for him.,sentimental
19004,I was on a train in Sri Lanka. I asked the passengers if I was at the right stop. They told me no. Turns out I was at the right place.,angry
19005,I stole money from my daughters piggy bank ,guilty
19006,I was shocked to find out that when i got home my house had been broken into!,surprised
19007,I feel bad when I do not go to church. I know I should be there,guilty
19008,I am so happy with my life. I have a wonderful husband and some pretty awesome kids,content
19009,My kids got so much Halloween candy last year. I couldn't resist eating a few of them. I didn't realize I ate almost half of their haul. Oops!,guilty
19010,I am going to be really happy next weekend. I am going on a nice little trip,joyful
19011,I finally got my BA. I am so happy to be done with college?,proud
19012,I wanted to ask this girl out and planned on doing it soon.,anxious
19013,"Although there are so many bad people in the world, i am confident it is getting better ",faithful
19014,My grandma went into the hospital we are not expecting the best news,anticipating
19015,There is a coworker sitting next time that he is making noise with his pen the whole day long. It is disturbing me from my work.,annoyed
19016,I saw the grossest thing on the bus the other day. This guy left a sandwich and it was so moldy.,disgusted
19017,There is a crazy crime spree going on near me. I believe our police will get it taken care of though,trusting
19018,"One time I got so drunk I stripped down and got into the pool, we just so happen to have alot of people around. The worse is not remembering and having people tell you the story",embarrassed
19019,"I live in an area with a lot of cottage properties. I see people with a lot of quads, boats and jet-skis that I wish I could afford.",jealous
19020,There have been so many crimes near me lately. It is getting out of hand,afraid
19021,"I care for my girlfriend a lot, we are very close",caring
19022,I stole some shrimp from my friend and i feel bad.,guilty
19023,I got a scholarship for college.,joyful
19024,"This sounds weird, but I'm excited because I'll have some free time tomorrow to do some deep cleaning on my apartment. It's been messy since I've been gone most of the summer. I want to get it clean before school starts so I can enjoy it being fresh during the semester.",excited
19025,"When I came home, the door was open and the lock broken. ",afraid
19026,"I hate parents that shelter their kids by censoring every TV show, movie, video game, or musician.  Of course it's one thing to let a 5-year-old watch ""Silence of the Lambs""; but do you really expect to raise the next Einstein by blinding a kid to reality? By the time he's 13 he or she's gonna have some serious repression issues and grow up to be a psycho",annoyed
19027,"I was so happy for my brother, he won a karate tournemant.",joyful
19028,I will be taking a trip to SE Asia next week. I cant wait.,excited
19029,My husband was asleep and i ate his leftovers,ashamed
19030,I am nervous about Monday. I have to go to the doctor again,anxious
19031,My son signed up for this program and I felt so anxious about it the day I had to drop him off,anticipating
19032,"I had to carry three boxes from my car back to the store.  Since I've lost weight recently, before I could make it to the counter, my pants dropped down to my ankles!  I was SO humiliated!",embarrassed
19033,I am pretty happy with my tattoo artist. He is not charging me a lot work great work,impressed
19034,"My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her, so I can't force her to go. But I'm worried about her, as she's always avoided the doctor, and always been in poor health. Hope she does the right thing.",trusting
19035,My face was on the front page of the newspaper for a bad reason.,embarrassed
19036,The mechanic fixed my car within an hour.,impressed
19037,"I've been long distance with my girlfriend for about 6 years, mainly because I've been in university for a while. But I graduate this spring, and I'm going to propose to her after the ceremony. She's been patient this entire time, and hopefully it will all pay off.",faithful
19038,I was so scared of my uncle. He is so mad at me for not graduating.,afraid
19039,"I am pretty happy with my life right now, it is going pretty well overall",content
19040,I was going through some old stuff in the attic and found some of my childhood toys.,sentimental
19041,My dad knew I was having some financial difficulties and decided to pay off my car loan!  I am so appreciative to him!,grateful
19042,"I clogged the toilet at work yesterday. I had to take a huge dump and there was nothing to do about it. The toilet couldn't handle it. I couldn't fix it, either. So, I just quietly whisked away. I feel bad for the janitor that has to deal with it.",ashamed
19043,I was at a baseball game and this guy heckled a kid an i got into a argument with im,furious
19044,There was an ex girlfriend of my husbands when we first got together that told me that one day he would be hers again cause she was still in love with him,jealous
19045,Last week I stole a donut from my boyfriend's desk,ashamed
19046,"It was my birthday and i just knew my dad was gonna get me a car for my 16th. I couldnt believe it when he got me a mercedes.  what a piece of crap, I wanted a Mclaren",disappointed
19047,My mom forgave me for something horrible i did. I am so soprised of how amazing she is.,impressed
19048,My friends went on vacation without me. ,lonely
19049,I let my guard down around my best friend and she told all my secrets away,trusting
19050,"I am upset with how I acted at work the other day, I lashed out when I should not have",ashamed
19051,"I miss the smell of burnt hay in the fall, my hometown farmers used to do it every year.",sentimental
19052,I felt this way when I met my dentist.,impressed
19053,I ate my wife's leftovers while she took a nap.,ashamed
19054,I wasn't expecting to get this chick's number yesterday at the gym.  It was a pretty funny story actually,surprised
19055,The storm narrowly missed my neighborhood. ,grateful
19056,I am so lucky to have ahome like i do.,grateful
19057,I was scared last year at this time. I had a cough that would not go away,terrified
19058,"In fifth grade, I was singing a solo in a school play and forgot the words.",embarrassed
19059,I am feeling this way towards my husband. ,grateful
19060,I got really upset when I got home today and my cat pooped on the bed.,devastated
19061,My wife has out of town for a couple weeks and we just moved to this city.  I feel so bored and have no one to hang out with.,lonely
19062,I got a little scared last week on the way home. My car was driving odd,afraid
19063,I applied to university and felt I had a great chance. It was my dream school.,hopeful
19064,I hate this new printer at work!!!!,angry
19065,I totaled my brand new car.,sad
19066,My fiance is always number one and I couldn't imagine ever betraying his trust.,faithful
19067,"Recently, a friend of mine who works for me was offered another job.  He is so vital to our team in our business.  I really did not want him to leave the company.  In the end, he was faithful to our company.  I am thankful for such a good friend.",faithful
19068,A mosquito won't stop flying around my face. ,annoyed
19069,I feel lost. I have no friends and do not know how to earn friendship.,lonely
19070,I was cut off today and crashed my car to avoid colliding with someone. ,angry
19071,My husband will be away on a bachelor's trip and  I will be alone.,lonely
19072,"This girl just invited me out on a date. She seems sweet and I'm interested.. more interested in her than I am this other girl I've been seeing for a few weeks. But I feel bad just dropping this girl I've been seeing recently. Like, wouldn't that be rude?",apprehensive
19073,My grandfather gave me a pocket watch he has had for years,sentimental
19074,My friend bought me dinner tonight. It made me really appreciate him,grateful
19075,I was so hurt when i found out a friend of mine lost his brother,devastated
19076,I am going to the cinema to watch the new blockbuster movie.,excited
19077,My dog died right after my cat died. ;(,sad
19078,I won the national debate championship. ,proud
19079,"I'm finally able to afford decent health insurance for once in my life. Not only does it feel good to know I'm covered for some unexpected bad stuff, but I can actually go to the dentist and optometrist and keep up with my teeth/eye health for once.",content
19080,I am mad at my brother because he broke my bike. He always want to use my stuff and break it.,angry
19081,I got an unfamiliar present in the mail.,surprised
19082,My friend's grandmother passed away and I felt this way.,sad
19083,I got a bad mark on my math test. I should have studied harder.,disappointed
19084,I met a South Korean living in Argentina. He spoke perfect Spanish. Turns out hes fleeing the draft.,surprised
19085,"I am very happy. My son was top of the class, this year.",proud
19086,I found some of my old baseball stuff. It brought back so many good memoires,nostalgic
19087,Sometimes I have to remind my self that I am being level headed while raising my kids because there really are times that I am positive I am messing everything up,confident
19088,I'm looking forward to the raise I'll be getting in feb.,hopeful
19089,A person assured me that nothing would happen.  She calmed my nerves down about to be pushed into my arm,trusting
19090,I was at the store and saw some old games and started to think about when i was a kid,nostalgic
19091,"I was on a flight earlier in the week, listening to music. I thought my earbuds were plugged into my iPod correctly so that only I could hear the music.. turns out it wasn't, and everyone could hear it on speaker the entire time. I just assumed it was hard to hear because of the loud plane.. nope. People listened to my death metal with me for two hours and said nothing..",embarrassed
19092,My cat keeps biting me because he is getting old.,annoyed
19093,I left most of my belongings at a hostel for 2 months. Everything was still there when I got back.,trusting
19094,I felt uneasy as I looked at the looming rollercoaster. ,apprehensive
19095,I found some of my old baseball stuff. Those were the good ole days,nostalgic
19096,I let my cousin look after my dog whilst I went on vacation. ,trusting
19097,I ruined my friends wedding because of my drunken behavior ,ashamed
19098,I've never had a lust for life like I do these days.  I literally wake up every day stoked that I'm living my dreams and can't wait to see how much money I can make,excited
19099,we got news my grandmas cancer is back. we are praying for the best,hopeful
19100,My 12 year old lab just passed away.  He was my buddy and I am really upset about losing him.,sad
19101,"I helped my daughter prepare a project for school that had to do with picking a state and telling about it,after we got it all done she informed me that she wanted it on wheels",prepared
19102,My friend called me out for being noisy and rude. ,ashamed
19103,my room mate will not clean anything. It is so ridiculous.,angry
19104,"Next week, I am going in work trip to New York. I can't wait to go.",excited
19105,I was cut off this morning on the way to work. It caused me to crash into the ditch. I am so mad.,angry
19106,My driver's licence got lost in the mail and I had to go get a new one.,annoyed
19107,I'm a little sad that Summer's almost over.,disappointed
19108,"I cannot wait for the new super smash bros, it is gonna be amazing",anticipating
19109,i went to see this play and it was kinda bad. we did no enjoy it at all,disappointed
19110,My father just graduated college!,proud
19111,The hurricane violently ripped through my neighborhood. ,devastated
19112,I can't get myself to throw away my dogs toys. ,sentimental
19113,"My brother cut his arm falling. The wound was quite scary looking,.",disgusted
19114,Someone broke into my home right after I moved in and I felt this way after it happened.,angry
19115,My mom is coming to visit and i can't wait!,excited
19116,My storage unit burned down and I lost several momentos that cannot be replaced,devastated
19117,"I have a great job, and an overall great life",content
19118,"My 15 year old stole a familys member bank card number and overdrawn the account by 500, with buying mine craft stuff for his game that he had on his phone",furious
19119,I sheltered an injured owl and nursed him back to health ,caring
19120,My boyfriend took me to a cat cafe today because he knows I like cats,caring
19121,I felt this way when my son took his first steps. ,proud
19122,I was shocked today. My roommate didn't flush the toilet.,surprised
19123,"I was going through old photos the other day of my child hood and my kids baby photos, and all the things that they have made me through the years. It brought back so many memories",nostalgic
19124,A friend that I had during college came to visit me last week. I was not expecting him to contact. It has been at least ten years that we didn't see each other.,surprised
19125,Walked in my kitchen this morning and there was a huge spider in the sink. I freaked out.,surprised
19126,I was out to eat with some friends. and i over trusted a fart,embarrassed
19127,I failed my drivers license exam because I didnt pay attention to oncoming traffic. I was so mad.,ashamed
19128,I couldn't beleive my best friend was comig to visit me.,surprised
19129,I'm a little nervous about the aliens in my backyard,anxious
19130,I am expecting to get a big bonus. I hope it happens!,anticipating
19131,"The place I ate at for lunch today only had a ""B"" rating for cleanliness, etc. on their health inspection. I never ate at a place that had less than an ""A."" But I ate there anyway since there wasn't anything else close by, and it smelled good and was cheap, and I'm poor.. I just know my stomach is going to be churning later.",anticipating
19132,My favorite time of year is the holidays. I love getting together with my family and talking about our lives. It is such a merry time.,joyful
19133,My brother finally got into law school! I am so happy for him.,proud
19134,I am getting to go to my favorite cupcake bakery and I am feeling this way.,excited
19135,I studied hard for my drivers test. I did lots of training.,prepared
19136,I'm not sure if my boyfriend wants to get married yet. I won't rush him though.,apprehensive
19137,I went to an old part of town to see it and some gangsters cam up to my car.,terrified
19138,My coworker in the cubicle next to me is always talking!  He really bothers me.,annoyed
19139,I had a date last night and I spent all day looking forward to it. I clean up the whole house and spent a long time getting myself ready.,anticipating
19140,I love my wife.  She would never cheat on me.,trusting
19141,My friend i brought to a show and he made a fool of himself.,ashamed
19142,"I often get so annoyed having pictures taken of me, and getting asked to smile. I hate my teeth, since they're so big. I wish I had smaller, more natural teeth that other people do.. it makes me so paranoid sometimes.",jealous
19143,My husband threw me a graduation party and I was so shocked!,surprised
19144,I am hoping that while my son is in a youth challenge program that it will help him become a better person and help him open his eyes before it is to late,hopeful
19145,"I tripped over the sidewalk the other day, thankfully no one was around",embarrassed
19146,My friend just got a new wrangler. i have wanted one for a long time,jealous
19147,When I was homeless I had nowhere to go...I literally had to rely on my own instincts and the Universe to guide me to where I needed to be,trusting
19148,for some reason someone left a bunch of dead fish next to were we park our boat,disgusted
19149,I felt so embarrassed yesterday. I walked out of the bathroom with some toilet paper stuck to my shoe.,ashamed
19150,"When I was at gym, my pants has torn from behind. I felt bad about it.",ashamed
19151,"My friend just got a new jobs. I am happy for him, but also it pays a lot more than mine even though he is less qualified.",jealous
19152,"I got lost in an unfamiliar city and had to rely on someone I didn't know,to give me directions.",trusting
19153,"My teenager son almost got kicked out of school when he was 16, for getting caught with tobacco. It was his 5th offense",disappointed
19154,My future father in law is awesome at making sure I have everything I need and I try to do the same.,caring
19155,I found my grandfathers old watch he used to wear all the time. It really reminds me of him a lot.,sentimental
19156,"I'm excited for fall to start, I love layering my clothes",anticipating
19157,"My birthday was last week and I thought everyone forgot about me. When I got home, all my friends and family were waiting. They had planned a party behind my back.",surprised
19158,I finally have a job and paid off my student loans. ,content
19159,I have this feeling because I am applying to graduate school and I am anxious.,apprehensive
19160,"I really want a Chanel bag for Christmas, my friend got one and it's so beautiful.",jealous
19161,My son is turning 2 in a few months and it has me feeling this way.,sentimental
19162,"I'm going to eat sushi for the first time this weekend, but I am a little nervous.",apprehensive
19163,We're going roller coaster riding this weekend,apprehensive
19164,My husband and I went out to a real nice restaurant for our anniversary and i looked down just as I was fixing t take a bite out of my lobster and there was a nice long piece of hair,disgusted
19165,"Football season is about to start. I used to always watch the opening day games with my dad. I'm halfway across the country now though, and we won't be able to do it in person for a long time. Makes me miss him",sentimental
19166,Anytime I am laying in bed watching TV and playing on my phone I am perfectly happy with life especially if my fiance is home.,content
19167,My 5 year old son is already reading! He picked up on it so fast!,proud
19168,I didn't get the promotion at work that I had been working so hard for.,devastated
19169,I farted infront of a lady in the train.,embarrassed
19170,I didn't get the promotion at work that I worked so hard to get.,devastated
19171,I dont like uncertainty. I like to know what is going to happen.,afraid
19172,I have been alone for almost 5 years now. ,lonely
19173,"Was walking down the street yesterday and some little twerp ran his skateboard right into me, and he slammed into the back of my knee. It's been throbbing all day and it's swollen. Pretty sure something's messed up. I'm ready for bad news. At least I have insurance now.",prepared
19174,My current employer is having big financials problem. I am afraid that the company will go into bankruptcy.,apprehensive
19175,First time in a long time I've gotten a haircut that I'm satisfied with. For once my big head doesn't look so big. I actually don't feel too stupid looking!,confident
19176,My dog is sick so i took him to the vet now we are waiting for the results of his bloodwork,anxious
19177,I felt this way while caring for patients at my previous job.,caring
19178,I am excited about going on vacation.,anxious
19179,My daughter is pregnant with her first child. I am optimistic it will be a smooth pregnancy. I am sure it will all work out.,hopeful
19180,I find myself with being over ran with anxiety that it is hard to concentrate and stay focused,anxious
19181,"My friends just recently purchased a new 2019 Honda Civic.  I am truly angry; I shouldn't be, but I am.  I should be the one with the new car. ",jealous
19182,I had stolen a few candies from the jar in the store. I had to tell my mom after.,guilty
19183,I feel this way because I have hope that I will get into grad school.,faithful
19184,I won the MVP award at a hockey tournament. I had 8 goals.,joyful
19185,I just bought my first house.  I get to move in next week.,excited
19186,I am feeling this way right now with my life. I am so thankful and happy.,content
19187,I saw a creepy looking clown peering at me through the window. I almost jumped out of my skin. I ran into my basement and hid in a closet.,afraid
19188,my boyfriend dragged me to a haunted house and it was to much for me,terrified
19189,I make the good fluffy cheesecake. But sometimes it's hard because the egg whites have to be perfectly beaten.,confident
19190,I love so much my wife. She has been so caring and kind with me.,sentimental
19191,"I dislike when I have to get up in the middle of a training session when the whole class is filled, my face gets all red and blotchy.",embarrassed
19192,My friend got tickets to the Superbowl and not me.,jealous
19193,I went to Disney with my family is was great!,joyful
19194,My mom gave me an old photo album the other day. It really brought back the memories.,sentimental
19195,I was in the break room and took two donuts when i was only allowed one,guilty
19196,I am ready for vacation!,prepared
19197,I recently found that I was adopted. I felt terrible bad.,devastated
19198,I lost my swim bottoms at the water park.,embarrassed
19199,"My apartment complex is nickel and diming me and counting off so many things wrong with the apartment to detract from my security deposit as I get set to leave after this month. I know people said to expect to never see your security deposit again, but this is ridiculous! I feel like the apartment is pretty much exactly the same!",furious
19200,My boss informed me that I am in pole position of getting the promotion.,confident
19201,If there's one thing I learned it's to trust my own judgment and mine alone.  Forget what the haters say and just keep grinding toward my goals,faithful
19202,I was in bed and i heard a loud noise in my kitchen. but i was home alone!,afraid
19203,I have an overseas trip coming up. I have never been and I am feeling a little scared right now about going.,apprehensive
19204,I was watching professional rodeo the other day. It is amazing how those cowboys can stay on the bulls so long. It looks so hard to do.,impressed
19205,I am waiting to see if I pass my graduate exam and I am feeling this way.,anticipating
19206,"My house burned down and I had to rescue my family, It was a chilly night.",afraid
19207,I found some pictures of my grandma in the attic last night,sentimental
19208,I woke up this morning to my wife telling me she was pregnant!,surprised
0,"I felt guilty when I was driving home one night and a person tried to fly into my lane, and didn't see me. I honked and they swerved back into their lane, slammed on their brakes, and hit the water cones.",guilty
1,"My mother stopped by my house one day and said she saw 3 dogs on the road, down from our house. They were starving, with ribs showing, and it was a mother dog and her two small puppies. Of course, my daughter wanted to bring them to our house, so we could feed and help them. We did, and my heart went out to them, as they were so sweet, but really were in a bad shape.",caring
2,"I just broke up with my girlfriend, we were together for 8 years, i feel so empty.",lonely
3,I received concert tickets for Christmas.,excited
4,i've read an article about a little newborn babygirl. She died because she was premature and she had problems breathing on her own when she was born but parents didn't take her to the hospital because they don't believe in medication,sad
5,my friend's baby hurt himself yesterday i was trying to cheer him up,caring
6,i really hope my husband finds a full time job soon,hopeful
7,some guys shot my neighbour and ran into the woods,angry
8,I'm going to see my parents soon!,joyful
9,I felt very angry when a co-worker of mine pretended he was in a car accident to get out of working July 4th. I worked to midnight for him to only find out he was faking it. I was furious,angry
10,"I went to buy a 42 inch tv at walmart, the billboard says 299 usd, it was at 399 usd after taxes.",disappointed
11,"A time I felt I should be loyal and honest is when my good friend's boyfriend showed interest in me in a romantic manner. I am married, and I also really care for my friend, so two reasons I wouldn't encourage his behavior. I let him know that he was wrong to do that, and felt good that I did, but felt really bad for my friend.",faithful
12,my baby is sleeping,content
13,All my friends live in a different country,lonely
14,"My friend's son is wild and not disciplined, where he is always acting bad. One day he grabbed one of our expensive games and sat on it, breaking it. This really irked me!",annoyed
15,i'm terrified of bugs,terrified
16,"I recently spoke with an ex-girlfriend of mine. I think that she is doing very well. Our recent talks were invigorating and nostalgic, reminding me of my past experiences with her.",nostalgic
17,One of the most blissed out moment of time I remember in life was right after the birth of my first child.,content
18,I was incredibly grateful when job payment came through *just* in the nick of time. I went from feeling scared and desperate to grateful and optimistic.,grateful
19,My really close friend lost her parents and siblings in a fire and consoling her about the incident just made me realize how thankful I should be each day for the family I'm blessed with. ,grateful
20,"My intuition has led me into some situations that had I only used my head, I might have missed out on. I'm a big believer in listening to your ""gut"".",trusting
21,It was around the time of my 18th birthday and I had mock exams so I couldnt really celebrate it. But my friends threw me a surprise party,surprised
22,I was sharing a house with 5 girls and all of them have boyfriends and hang out with them over the weekend and I feel lonely and down.,lonely
23,"I was surprised to learn how different my two kids' personalities could be. Silly, I know. But true!",surprised
24,I was really craving Chik-Fil-A Sunday so I drove there. When I got there I realized they were closed. I was pretty upset.,disappointed
25,I visited an orphan once and just being there made me so thankful for parents and family,grateful
26,"While their relationship is rough now, I have to believe that my oldest child and husband will end up with a wonderful relationship.",hopeful
27,"Kids will be kids, but I'm still ashamed when I think of how I treated one girl in sixth grade. I learned then that peer pressure doesn't often support your being your best self.",ashamed
28,I am so impressed by my current boss. He is a terrific example of leadership in every way.,impressed
29, I couldn't believe how big my friend's baby had gotten since the last time I had seen her!,surprised
30,I'm always proud when I set my sights on something and achieve it. Running my very first marathon was a big one!,proud
31,"I recently started talking to and lightly dating a woman. I really enjoy her company. I thought we would end up being together, but she recently moved and now treats me differently.",surprised
32,"Nothing makes me angrier than seeing bullying in any way, shape, or form. Especially when it comes to bigotry or racism.",angry
33,"One morning my mother came by to get my daughter for school, and told me she saw that my daughter's cat had been hit on the road. He was dead, and I had to tell my daughter. She loved her cat so much, it was very difficult.",sad
34,"I remember being so excited to take our kids to Disneyland for the first time! I grew up going there, and couldn't wait to share the experience!",excited
35,I recently talked on the phone with my father. I had not spoken to him for a while. The whole experience was surreal because he doesn't appear often in my life. It reminds me of childhood.,nostalgic
36,Recently I was at my mother-in-laws and she surprised me by buying me some organizational stuff for my house.  She knows how much I love to organize and she decided to surprise me by getting me some stuff I needed.,surprised
37,I get very annoyed when people don't return or acknowledge emails. ,annoyed
38,I recently got very upset with my sister when said some very mean things to me. I let her know that she was out of line by yelling at her. I feel bad for both of us.,angry
39,"I think the most lonely I have felt was when we moved overseas, my husband had to travel out of *that* country for business, and I had a new baby and dog to keep me company!",lonely
40,I feel sad when I see people squandering their potential or underestimating themselves.,sad
