Unnamed: 0,situation,emotion,labels
2455,"I did not have a car for a few years and just recently bought a new one. I was scared to drive at first, especially on the highways around here. People drive like crazy people and didn't want to get in another accident. I am getting used to it now though.",afraid,"['Fear', 'Anxiety']"
2456,I decided to join to group to lose weight. I had so much respect and admired what all of these people were going through with there struggle. It really helped having their support too.,impressed,['Calm']
2457,"I'm from Scotland originally and had to apply to become a US citizen. To do that, you have to pass a Civics test. I was soooo nervous!",apprehensive,"['Anxiety', 'Fear']"
2458,I was sorting through some stuff recently and came across some old Christmas cards. It was lovely to read them and remember the friends and family who sent them!,sentimental,"['Calm', 'Distress']"
2459,I was running to get in the store because it wasraining. I slipped and fell on the wet floor as I entered the store.,embarrassed,"['Distress', 'Helplessness']"
2460,I found out that my best friend was lying to her husband but I kept her secret.,faithful,['Calm']
2461,I really wanted to get the part in the school rendition of a play. But my friend got it.,jealous,"['Coercion', 'Distress']"
2462,"I'm teaching my daughter how to drive, and so far, so good!",trusting,['Calm']
2463,My house is a mess and I've got people coming over later this evening.,ashamed,"['Distress', 'Helplessness']"
2464,I'm so lucky - I have a brother I can trust absolutely to do the right thing at all times. When we had to sell a property he dealt with everything and it was all carried out perfectly.,trusting,['Calm']
2465,"My son was in advanced placement and honors class in high school. Once he graduated, he was accepted at a very good college and is going to be an Aerospace Engineer. I really astonished at how well he does, and admire his intelligence and hard work.",impressed,['Calm']
2466,Going out today to learn a new route for my job and hoping I don't get lost.,apprehensive,"['Anxiety', 'Fear']"
2467,I was so upset when I heard my Grandma had passed. I was overseas and didn't know about it as nobody could contact me.,devastated,"['Distress', 'Helplessness', 'Panic']"
2468,I recently purchased an Xbox! I've never owned a gaming console,excited,['Urgency']
2469,My mother lives in the same neighborhood as I do and I am so happy she lives close. My father passed away about 2 years ago and I'm so thankful she's still here with us.,grateful,['Calm']
2470,"My upstairs neighbors are away for the weekend and I am as happy as a clam. No thumping, screeching, playing loud video games. Heaven!",content,['Calm']
2471,My good friend came over last night! It was shocking since he lives hours away,surprised,"['Urgency', 'Anxiety']"
2472,"While out walking in a Boston suburb, we heard some animal cries. It turned out to be a baby kitten (very young) in a window well, with not identifying information. We took it home and adopted it.",caring,['Calm']
2473,When a baby bird was alone,caring,['Calm']
2474,Waiting for my results,anxious,"['Anxiety', 'Panic']"
2475,I forgot my mother-in-laws birthday this year and can't look her in the eye! My husband was working away from home and forgot to remind me.,embarrassed,"['Distress', 'Helplessness']"
2476,Wearing pajamas to a party,embarrassed,"['Distress', 'Helplessness']"
2477,Having nightmares when I was little was scary,terrified,"['Fear', 'Panic']"
2478,When I stole from a store I felt bad,guilty,"['Distress', 'Helplessness']"
2479,At a meditation retreat I felt better than ever,joyful,['Calm']
2480,I was really looking forward to our family vacation to California this year. I love spending the holidays in new places.,anticipating,"['Urgency', 'Anxiety']"
2481,I am pretty certain that I am going to be matched with my first choice school of law. I did really well on the LSAT.,confident,['Calm']
2482,I just ordered a new cookery book and I can't wait for it to arrive. I love to cook and will really enjoy trying out the recipes.,anticipating,"['Urgency', 'Anxiety']"
2483,Someone did the bottle flip onto a little ledge at my school,impressed,['Calm']
2484,My little grandson just came home from the hospital. He was born several week premature and weighed under 2 pounds but now he is doing well and we are so thankful everything is ok.,grateful,['Calm']
2485,I'm in love with my girlfriend. I would never cheat on her,faithful,['Calm']
2486,My sister spilled milk on me. I hated it,annoyed,['Aggression']
2487,I wasn't able to pay rent recently. I had a messed up home.,apprehensive,"['Anxiety', 'Fear']"
2488,I feel thankful for my vehicle,grateful,['Calm']
2489,My friend is a beautiful person. She drove me to class,trusting,['Calm']
2490,I stole from my friends when I was young. I feel terrible,ashamed,"['Distress', 'Helplessness']"
2491,"My father almost died last year. The whole experience was very, very tough",devastated,"['Distress', 'Helplessness', 'Panic']"
2492,I remember when I was young. I used to love life,sentimental,"['Calm', 'Distress']"
2493,I helped my friend find her lost cats. We found both of them,caring,['Calm']
2494,I just got an A on my paper. It feels slick,content,['Calm']
2495,I went swimming. I then lost my trunks coming out!,embarrassed,"['Distress', 'Helplessness']"
2496,Drinking a gallon of milk made me sick,disgusted,"['Aggression', 'Distress']"
2497,My friend got with a girl I liked. It sucks,jealous,"['Coercion', 'Distress']"
2498,When people try to control me,sad,"['Distress', 'Helplessness']"
2499,Having a toothache is irritating,annoyed,['Aggression']
2500,Sometimes I feel scared for no reason,afraid,"['Fear', 'Anxiety']"
2501,Not being able to reach my goals,angry,"['Aggression', 'Coercion']"
2502,I jumped out of an airplane to sky dive yesterday. I still felt in control,confident,['Calm']
2503,I think I will be successful. I love life,confident,['Calm']
2504,I'm feeling happy to know that there's so many things I can be grateful for,excited,['Urgency']
2505,Finding myself changing perspectives on a day to day basis is amazing,surprised,"['Urgency', 'Anxiety']"
2506,Sometimes I feel like I'm alone for no reason,lonely,"['Distress', 'Helplessness']"
2507,I felt a weight off my shoulders when I just let things happen,trusting,['Calm']
2508,I feel good about the progress I've made with lifting,proud,['Calm']
2509,I am going camping tomorrow. The car is already packed!,prepared,"['Calm', 'Urgency']"
2510,Remembering my old house makes me think about the good old days,sentimental,"['Calm', 'Distress']"
2511,I felt like the world was over when my tire got punctured,devastated,"['Distress', 'Helplessness', 'Panic']"
2512,When the cat had string stuck on it I felt the need to help,caring,['Calm']
2513,I feel a strong connection to the almighty,faithful,['Calm']
2514,I feel anxious when I can't take a moment for myself,anticipating,"['Urgency', 'Anxiety']"
2515,"When I was a kid I wanted to be popular, so I was envious of the popular kids",jealous,"['Coercion', 'Distress']"
2516,I feel very self assured after challenging my comfort zone,confident,['Calm']
2517,I'm always doing things to take care of the future,prepared,"['Calm', 'Urgency']"
2518,I feel mad when marketers try to con me,furious,"['Aggression', 'Coercion', 'Panic']"
2519,I went out to lunch with my kids the other day. My daughter needed help opening her dipping sauce. Nothing like it squirting all over me from the waste up!,embarrassed,"['Distress', 'Helplessness']"
2520,"I love listening to old music, brings back memories",nostalgic,"['Calm', 'Distress']"
2521,I felt like the future was looking bright when I got my lisence,hopeful,"['Calm', 'Urgency']"
2522,Someone stole my credit card information. They have been charging up my card like crazy. I'm scared about my identity.,devastated,"['Distress', 'Helplessness', 'Panic']"
2523,When I found out my job wasn't cracked up to what I thought it was,disappointed,"['Distress', 'Helplessness']"
2524,"Ugh, I'm so annoyed. My husband went out with his friends again, the third time this week. I'm exhausted watching my daughter alone all the time.",jealous,"['Coercion', 'Distress']"
2525,I felt very nasty knowing that people are taken advantage of by fake religious groups,disgusted,"['Aggression', 'Distress']"
2526,"I have a presentation for work on monday, about our hiring policys and how to retain more people. I know I have this! I have been preparing all weekend.",confident,['Calm']
2527,When I left my key in my car for the mechanic I was left wondering,anxious,"['Anxiety', 'Panic']"
2528,This week is the last week for this semester of my college courses. I can't stand having to wait to see the final grades!,anticipating,"['Urgency', 'Anxiety']"
2529,Getting woken up in the middle of the night was scary as heck,terrified,"['Fear', 'Panic']"
2530,When I almost got caught stealing I felt bad,ashamed,"['Distress', 'Helplessness']"
2531,"I am 38 weeks pregnant, could have my baby any day now. I'm nervous but know I'm ready and have everything we need.",prepared,"['Calm', 'Urgency']"
2532,I felt overcome with emotions when Christmas came around as a kid,joyful,['Calm']
2533,I was scared when this random guy walked into my room,afraid,"['Fear', 'Anxiety']"
2534,Someone hit my car at Walmart and drove off! I'm so annoyed they didn't have the decency to leave a note or something.,furious,"['Aggression', 'Coercion', 'Panic']"
2535,"I saw my favourite candy at the store today, reminded me of my childhood eating them after school. ",nostalgic,"['Calm', 'Distress']"
2536,"My daughter has been sick, but it looks like she is finally getting better. She had a bad bacterial infection from daycare.",hopeful,"['Calm', 'Urgency']"
2537,I was totally surprised when I saw my friend's Minecraft world,impressed,['Calm']
2538,Had to cancel our family vacation coming up next month. My husband's work said he couldn't go after they already approved the time off.,disappointed,"['Distress', 'Helplessness']"
2539,I'm glad that life is being good to me,grateful,['Calm']
2540,I saw a huge cockroach outside my house today. We live in Texas so they are common but still gross! ,disgusted,"['Aggression', 'Distress']"
2541,"I have a big test on Monday. I am so nervous, I haven't been able to sleep at all.",anxious,"['Anxiety', 'Panic']"
0,"Today,as i was leaving for work in the morning,i had a tire burst in the middle of a busy road. That scared the hell out of me!",terrified,"['Fear', 'Panic']"
1,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got. ",surprised,"['Urgency', 'Anxiety']"
2,I'm overly excited today because will be flying outside the country for the first time tomorrow.,excited,['Urgency']
3,"I was holding my son over my head, playing with him. A few seconds after doing so, a gush of throw up hit me in the face. ",disgusted,"['Aggression', 'Distress']"
4,I felt caring when i helped an elderly lady carry her bags to her door.  She was struggling to carry some heavy bags and i offered her help. ,caring,['Calm']
5,I had just moved to Texas and my boyfriend took me to Kemah boardwalk. It made me think of times I spent vacationing back home.,sentimental,"['Calm', 'Distress']"
6,"When my dog died, I felt lost. I also felt like I just let him live when I should have put him down due to his health.",sad,"['Distress', 'Helplessness']"
7,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,embarrassed,"['Distress', 'Helplessness']"
8,I felt a bit terrified when i was hit by a drunk driver last year but i am very grateful to be alive to today,afraid,"['Fear', 'Anxiety']"
9,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days. ",impressed,['Calm']
10,I was very happy when my grandmother gave me a scooter,grateful,['Calm']
11,When my current girlfriend said yes to dating me.,joyful,['Calm']
12,I was very happy to get my new job,joyful,['Calm']
13,When my friends deck was finished being built it was very nice.,impressed,['Calm']
14,My girlfriend came up behind me without making any noise.,surprised,"['Urgency', 'Anxiety']"
15,Created a program at work.,proud,['Calm']
16,When my dad had cancer and they gave him the all clear.,hopeful,"['Calm', 'Urgency']"
17,I'm doing everything I can to stay true to my girlfriend during a hard time.,faithful,['Calm']
18,My grandmother gave me a rock.,sentimental,"['Calm', 'Distress']"
19,I got to a really high level in a video game.,proud,['Calm']
20,I haven't seen my girlfriend in a few days.,lonely,"['Distress', 'Helplessness']"
21,I was working with my daughter teaching her some things. I pointed to something and she actually knew what it was when we had never discussed it before.,impressed,['Calm']
22,"I recently went surfing and surfed waves everyone else was afraid to. I was the man,",confident,['Calm']
23,"After my 4th child was born, I had friends sign up to bring dinner for us for 2 weeks. I had a c section and was really limited in what I was able to do, so I was very grateful. ",grateful,['Calm']
24,I was proud of the painting I did,proud,['Calm']
25,I was driving home from work and some jerk cut me off. I can't believe that. ,annoyed,['Aggression']
26,I was super stoked when I saw my first paycheck from my new job!,excited,['Urgency']
27,"We adopted a new kitten after our beloved cat ran away. The day we brought our new cat home, our old cat showed up. ",surprised,"['Urgency', 'Anxiety']"
28,My mom came to visit in March for a couple of weeks. She helped out a lot around here and then she had to leave and go home miles away.,sad,"['Distress', 'Helplessness']"
29,Waiting for my food at dennys.,anticipating,"['Urgency', 'Anxiety']"
30,I went to a really nice dinner for my husbands work. Right before we went in I used the restroom and didn't notice that I tucked my dress into my panty hose and I walked past almost the whole room to walk to my seat. ,embarrassed,"['Distress', 'Helplessness']"
31,I had no issues helping a lady with her computer problem.,confident,['Calm']
32,My bank messed up my account and kept charging me over draft charges that were not mine. I had plenty of money in my account. ,furious,"['Aggression', 'Coercion', 'Panic']"
33,My friend had encouraged me to apply for teaching jobs. I went on several and didn't get hired. She went on one and got hired right away.,jealous,"['Coercion', 'Distress']"
34,When my girlfriend was in the hospital.,caring,['Calm']
35,"I am 32 now, so anytime that I go to a place that I did something when i was younger makes me whimsical and causes me to think about the past.",nostalgic,"['Calm', 'Distress']"
36,"I have a tendency to be praticular about my stuff, so it was culture shock when my girlfriend moved in with me. She started moving and rearranging my things. I was very apprehensive at first.",apprehensive,"['Anxiety', 'Fear']"
37,"I was looking at old photographs of my son yesterday, and almost started crying. I still remember those days, and started looking at all of his old baby clothes",sentimental,"['Calm', 'Distress']"
38,"I love surprises, and on my birthday, my girlfriend waited until the last minute to give me something. I honestly thought she had forgot.  ",surprised,"['Urgency', 'Anxiety']"
39,"My neighbors 20 year old kid got a new BMW. I'm 33 and drive a 1990 Crown Vic, not by choice. I need a new car in my life.",jealous,"['Coercion', 'Distress']"
40,"A situation in which friends organize a birthday party for you when you did not expect them to do so. You walk in a dark room, turn on the light and all your friends jump out and say ""happy birthday"" and present you a cake.  ",surprised,"['Urgency', 'Anxiety']"
41,I just walked into work and got a raise. ,surprised,"['Urgency', 'Anxiety']"
42,"The other night my boyfriend and I watched the film ""within"" on Netflix and i was pretty scared trying to fall asleep afterwards",terrified,"['Fear', 'Panic']"
43,I spilt wed wine on my moms red carpet and blamed it on the cat. ,guilty,"['Distress', 'Helplessness']"
44,I can not believe I forgot my Anniversary.,ashamed,"['Distress', 'Helplessness']"
45,"Another girl was flirting with my boyfriend at a networking event and i felt rather envious, ",jealous,"['Coercion', 'Distress']"
46,I have a fun trip to Las Vegas coming up in the fall that i'm very excited for!,anticipating,"['Urgency', 'Anxiety']"
47,The night of my wedding proposal i was not expecting my boyfriend to get down on one knee and ask me to be his wife,surprised,"['Urgency', 'Anxiety']"
48,I just got home from a day on the beach surfing the waves of Hurricane Chris. I did what others could not!,confident,['Calm']
49,I was just walking out of Taco bell. The bottom fell out of my bag and my wonderful taco bell covered the ground. ,furious,"['Aggression', 'Coercion', 'Panic']"
50,My friend just ran her first full marathon after recovering from a broken leg. ,impressed,['Calm']
51,"I am not afraid to admit this: I am 32 and afraid of the dark. The other day, my electricity went out due to a storm. It was dark, I couldn't find my phone or a light, so I screamed for my girlfriend to wake up. Am I embarrassed to say that, not at all, lol",afraid,"['Fear', 'Anxiety']"
52,My last job interview I really researched the company and what all they do.,prepared,"['Calm', 'Urgency']"
53,I felt really alone when my husband went to work out of state for a few weeks.,lonely,"['Distress', 'Helplessness']"
54,As soon as I arrived at the bus stop and the bus slowly stopped in front of me.,joyful,['Calm']
55,I ate the last piece of pizza and didn't know my husband actually wanted it and I am feeling pretty bad.,guilty,"['Distress', 'Helplessness']"
56,"I took my son to his first swimming pool. He loved it so much. I don't really go much because i hate the water, but seeing his joy made me forget all about my hatred for the water. ",joyful,['Calm']
57,I heard one of my grandmothers favorite artists playing on the radio on the way home and it made me think of our car rides together.,sentimental,"['Calm', 'Distress']"
58,I recently went back to the town I grew up in. I miss it!,nostalgic,"['Calm', 'Distress']"
59,"My mother was always there for me when I was sick, annoyed and sad.",caring,['Calm']
60,When I was little I got chased by a large dog and now that I'm much older the feeling is still the same. ,terrified,"['Fear', 'Panic']"
61,"I'm an introvert, so being faced with a new situation and new people puts me on edge.",anxious,"['Anxiety', 'Panic']"
62,"I am always more cautious when driving at night, and when it's raining.",apprehensive,"['Anxiety', 'Fear']"
63,"I was eating at a restaurant.  As I was leaving, one of the employees rushed over to me and gave me my phone I left there.",grateful,['Calm']
64,I written down my notes on a double sided A4 paper now I just have to wait for the exam in the next 5 minutes.,prepared,"['Calm', 'Urgency']"
65,It was that time of the year when work performance evaluations were being had.  A newer employee received a promotion over me. ,jealous,"['Coercion', 'Distress']"
66,I left the bathroom with a bit of poo in my pants once. I was in 3rd grade and so ashamed when everyone smelled it.,embarrassed,"['Distress', 'Helplessness']"
67,My first baby is on the way. I'm going to make sure they have a great life.,hopeful,"['Calm', 'Urgency']"
68,I had an overweight friend run a marathon,impressed,['Calm']
69,I was impressed with my friends work ethic when she stayed awake for 36 hours to study for a final exam. ,impressed,['Calm']
70,I was on my way to work one morning.  A driver near me merged over into my lane and didn't signal,furious,"['Aggression', 'Coercion', 'Panic']"
71,"For Thanksgiving, I traveled to see my family I hadn't seen in a long time due to work.  It felt great being around them again. ",joyful,['Calm']
72,When my boss backtracks on what he says,annoyed,['Aggression']
73,I'm really eager to get off work tonight to see my boyfriend. ,anticipating,"['Urgency', 'Anxiety']"
74,"When I was 12, I got ran over by a truck.",terrified,"['Fear', 'Panic']"
75,I didn't do too well on an assignment but i still felt like i could improve my grade for the final exam,hopeful,"['Calm', 'Urgency']"
76,I was at work and the butt of my pants tore.,embarrassed,"['Distress', 'Helplessness']"
77,A spider dropped down in from of me while driving once. I almost lost it.,afraid,"['Fear', 'Anxiety']"
78,My wife has made me go on a diet. I have been cheating.,guilty,"['Distress', 'Helplessness']"
79,I just completed my bachelors degree!,proud,['Calm']
80,We have recently changed over to recycled toilet paper because my wife want's to save the world. It's like sandpaper! ,annoyed,['Aggression']
81,I had an exam last week that determined my promotion. I knew that I would ace it.,confident,['Calm']
82,On the way home yesterday I hit 155 in a VW on the Autobahn,impressed,['Calm']
83,I just finished my first Iron Man last weekend. I'm so happy!,joyful,['Calm']
84,I was going threw storage and found a tube of things my grandfather game me,sentimental,"['Calm', 'Distress']"
85,"When I started massage therapy, I thought it would be strange, but  I actually just felt a sense of concern for my clients. ",caring,['Calm']
86,I bothers me a great deal when people show up unannounced.,annoyed,['Aggression']
87,My family adopted a puppy and then I had to play soccer. I couldn't wait for that game to be over,excited,['Urgency']
88,I have a friend who is always complaining about something. When I was going through a hard time she got even worse to make sure she sounded like she had it harder. ,annoyed,['Aggression']
89,My favorite shoes wore out. They no longer make them.,sad,"['Distress', 'Helplessness']"
90,I was on lunch and my coworker made me laugh. I pee'ed my self.,embarrassed,"['Distress', 'Helplessness']"
91,a friend/customer cheated me out of a large sum of money. she works at the corner grocery where I shop often. I became very uneasy when I had to shop there.,apprehensive,"['Anxiety', 'Fear']"
92,I just found out my new insurance if going to cover my big dental surgery coming up. ,joyful,['Calm']
93,I have a solo trip coming up. I'm going to Colorado to clim Mt. Elbert Solo,afraid,"['Fear', 'Anxiety']"
94,I was on date last weekend and got bad gas.,ashamed,"['Distress', 'Helplessness']"
95,We need a new roof and it seems like so many roofers have good and bad reviews. Trying to find one we can trust has been hard. ,apprehensive,"['Anxiety', 'Fear']"
96,My husband just ran a Marathon. He had no training I was blown away by him.,impressed,['Calm']
97,I was driving by the house my ex-wife and I lived it. For a few seconds it made me nostalgic about the past. ,nostalgic,"['Calm', 'Distress']"
98,I'm going skydiving this weekend. ,terrified,"['Fear', 'Panic']"
99,I was pretty unsure of myself when learning to ride a bike at 15,apprehensive,"['Anxiety', 'Fear']"
100,"I had a huge exam that was coming up, and I study for weeks for it",prepared,"['Calm', 'Urgency']"
101,As i get older I've fully accepted who I am. I'm not here to impress. ,content,['Calm']
102,Got a pizza last night. It gave me food posion. ,annoyed,['Aggression']
103,I had studied for an exam for severl days. I was very confident I would ace the exam,confident,['Calm']
104,I was very anxious when my son had his tonsils taken out,anxious,"['Anxiety', 'Panic']"
105,My neighbors are still doing fireworks every night at midnight. I have dogs that are scared of the noise and won't sleep.,angry,"['Aggression', 'Coercion']"
106,My dog passed away of bone cancer. She was such a special dog. ,devastated,"['Distress', 'Helplessness', 'Panic']"
107,My mother has been visiting for the last week. We have been doing a lot of talking and laughing. ,content,['Calm']
108,I wareally in awe when an older FBI agent came to speak to us about his experiences in the field during the 70's.,impressed,['Calm']
109,The new season of Better Call Saul will start next month. I can't wait to see what will happen. ,excited,['Urgency']
110,I came home to find my leftovers had been eaten. I was perturbed to say the least.,annoyed,['Aggression']
111,I wanted to have a few things so I manipulated an account to make it appear I had money that I did not have.,content,['Calm']
112,Fair rides make me nervous.,anxious,"['Anxiety', 'Panic']"
113,When I found out that my ex-wife cheated on me,angry,"['Aggression', 'Coercion']"
114,"I just love the 80's, It reminds me of my childhood.",nostalgic,"['Calm', 'Distress']"
115,I can't believe I passed my graduation tests. I didn't even have to retake any of them. ,proud,['Calm']
116,Have you ever hit your toe on hit doorway? Talk about being furious!,angry,"['Aggression', 'Coercion']"
117,My 32 year-old son died of a sudden heart attack. I was with him. the day before.,devastated,"['Distress', 'Helplessness', 'Panic']"
118,My husband always knew I wanted to go on a cruise. And for our anniversary we are finally going! ,surprised,"['Urgency', 'Anxiety']"
119,"I was looking through some of my sons old toys, and I felt sentimental and couldn't give them away",sentimental,"['Calm', 'Distress']"
120,"I was looking through some of my old pictures a week or so ago, and saw a picture of my grandmother who passed away a few years ago",sad,"['Distress', 'Helplessness']"
121,I was at the gym on Monday and a man started having a seizure. I was frozen in fear but luckily someone else tended to him.,caring,['Calm']
122,"Wow, is always a very bad situation for me",lonely,"['Distress', 'Helplessness']"
123,When I found emails between my ex wife and the person she was sleeping with behind my back.,devastated,"['Distress', 'Helplessness', 'Panic']"
124,I slipped on a puddle and landed on my back in the middle of the mall once. All I could do is pretend that I was hurt to avoid embarrassment..,ashamed,"['Distress', 'Helplessness']"
125,"I try my best not to be jealous, but I saw my girlfriend giggling with some other dude.",jealous,"['Coercion', 'Distress']"
126,"Lately, my two year old boy has been so much into wearing dresses and playing with babie dolls,i don't even want to think of it.",afraid,"['Fear', 'Anxiety']"
127,My son needed to borrow money for transportation last week. I was just thankful to be able to help him.,grateful,['Calm']
128,I was hoping that I would do better on a math test.,hopeful,"['Calm', 'Urgency']"
129,"Well, this isn't going to make me sound like the manliest individual ever, but I think I need to tell it to someone. A few weeks ago, I was driving home from work. It was late. i was tired. So I wasn't my usual self. ",surprised,"['Urgency', 'Anxiety']"
130,"Wow, is always reduces my standard",angry,"['Aggression', 'Coercion']"
131,I am looking forward to winter.,anticipating,"['Urgency', 'Anxiety']"
132,Ok I was in Walmart buying a video game when this dud eshows up and immediately questions my selection.  Like it's some kind of internet forum!,annoyed,['Aggression']
133,"Well, one time I went to watch a movie alone",lonely,"['Distress', 'Helplessness']"
134,I was joyful when my grandparents shared the gospel with me.,joyful,['Calm']
135,My downstairs neighbors always lets their dog poop in the middle of the street. It's so gross!,disgusted,"['Aggression', 'Distress']"
136,"I drank too much soda, so now my teeth look bad.",ashamed,"['Distress', 'Helplessness']"
137,I'm annoyed at myself currently because I can't figure out how to install a game on a different disk drive. I'm also kind of tired and don't feel like looking online. I might just look tomorrow.,annoyed,['Aggression']
138,When I was 18 and I got my first tattoo,confident,['Calm']
139,"A co-worker at work needed some money for a drink, but I didnt have any cash, so I let them have my debit card to go buy them something",trusting,['Calm']
140,"I never expected to fail my final exams,that is a major blow for me.",disappointed,"['Distress', 'Helplessness']"
141,"I love it, though most times it could be killing.",surprised,"['Urgency', 'Anxiety']"
142,I was in a wreck on the interstate.,terrified,"['Fear', 'Panic']"
143,I kind of felt ashamed today when I realized that others might think I'm stupid. I can sometime be loud and rowdy for no reason. Maybe just to prove a point.,ashamed,"['Distress', 'Helplessness']"
144,"My younger brother always get the best dates and beautiful girls to date,i hate it.",jealous,"['Coercion', 'Distress']"
145,"It's high time i get my self a girlfriend,i feel so bored up.",lonely,"['Distress', 'Helplessness']"
146,I felt depressed today when I realized I was so non tech saavy. I can't figure out how to download a game. This is just bad.,sad,"['Distress', 'Helplessness']"
147,I don't like it when people talk with their mouth full of food.,disgusted,"['Aggression', 'Distress']"
148,I saw an article of someone I went to high school with.,sentimental,"['Calm', 'Distress']"
149,I bought a lottery ticket today and hope to win big ,hopeful,"['Calm', 'Urgency']"
150,I have never been ready like this for an exam in my entire life.,prepared,"['Calm', 'Urgency']"
151,i felt good and happy about myself when i graduated college,proud,['Calm']
152,My boss has about 2000 clients he has gotten over 20 years.,impressed,['Calm']
153,Today I felt really happy that I was getting some work done. It's been a very busy past couple weeks. I also have a new job that I'm working on.,joyful,['Calm']
154,I am looking forward to my next vacation ,anticipating,"['Urgency', 'Anxiety']"
155,i felt like things would go good when I bought a lottery ticket,hopeful,"['Calm', 'Urgency']"
156,"I'm happy with where i am with life right now. Work is great, family is good and business is booming.",content,['Calm']
157,I felt hopeful today about my future. I finally started to go run. I haven't run in forever.,hopeful,"['Calm', 'Urgency']"
158,last month i was very disappointed because my brother did not attend my birthday party,disappointed,"['Distress', 'Helplessness']"
159,I ate my dinner and am relaxing on the couch in my pyjamas ,content,['Calm']
160,when i applied to college for the first time and waiting to see if i got accepted ,anticipating,"['Urgency', 'Anxiety']"
161,I want to see the Halo TV series.,anticipating,"['Urgency', 'Anxiety']"
162,I finally got a job after a year of not working ,grateful,['Calm']
163,i felt surprised when my parents wanted to buy me my dream car,surprised,"['Urgency', 'Anxiety']"
164,"I went to bed early night before my surgery. I wanted to wake up early the next morning, and be on time.",prepared,"['Calm', 'Urgency']"
165,The thought of loosing a beloved one scares me.,terrified,"['Fear', 'Panic']"
166,last friday i was invited to a wedding shower. The place amazed me because it looked so elegant and classy. I am still astonished on the elegance of the event,surprised,"['Urgency', 'Anxiety']"
167,I felt really mad about a tech problem today. I can't figure out how to download a game to a certain drive.,furious,"['Aggression', 'Coercion', 'Panic']"
168,i felt caring when i picked up my puppy for the first time ,caring,['Calm']
169,My friend arranged a trip to Vegas for my birthday ,surprised,"['Urgency', 'Anxiety']"
170,i shared a taxi and the man was ogling at me,disgusted,"['Aggression', 'Distress']"
171,i was disappointed when my son brought home his first F,disappointed,"['Distress', 'Helplessness']"
172,I was sad to see one of the cave rescuers died.,angry,"['Aggression', 'Coercion']"
173,Yesterday i left my luggage behind for a stranger to look for it.,trusting,['Calm']
174,I am worried about failing my exam,afraid,"['Fear', 'Anxiety']"
175,I felt terrified today when I realized how far behind I am on some assignments. I let them creep on me.,terrified,"['Fear', 'Panic']"
176,i am trying to type and my cat keeps moving on my lap,annoyed,['Aggression']
177,i will be on vacation next month,anticipating,"['Urgency', 'Anxiety']"
178,I just started a new job I want to get promoted. ,hopeful,"['Calm', 'Urgency']"
179,I'm so happy with all my achievements i have made in life.,proud,['Calm']
180,"I didn't get approved for my dream car, it was a real let down at the time.",disappointed,"['Distress', 'Helplessness']"
181,I used to have a couple rabbits.,caring,['Calm']
182,I was furious when I got in my first car wreck ,angry,"['Aggression', 'Coercion']"
183,i lost my cousin last month. i feel so devastated,sad,"['Distress', 'Helplessness']"
184,I felt really surprised that I was finally getting some work done today. It's been a taxing past week.,surprised,"['Urgency', 'Anxiety']"
185,I am happy cause I fixed my gum.,joyful,['Calm']
186,"I once went into a shoe store and picked out a pair that I like. I walked out without paying, and left my worn out shoes in the box on the isle. I feel bad about it now.",guilty,"['Distress', 'Helplessness']"
187,I was about to check my result so I had an anxiety to checking it,anxious,"['Anxiety', 'Panic']"
188,i was stranded in a gas station and this lady helped me out,caring,['Calm']
189,I feel extremely terrible i did not invite my best friend to my wedding.,guilty,"['Distress', 'Helplessness']"
190,I feel like my boss is a cool guy. I think he's actually looking out for my best interest.,trusting,['Calm']
191,"Before I do feel that I will not make it in life, but later I felt expectant of my future",hopeful,"['Calm', 'Urgency']"
192,I am really looking forward to my vacation. I have my fingers crossed that it won't rain the entire time.,hopeful,"['Calm', 'Urgency']"
193,my classmates took a video of me sleeping in class,embarrassed,"['Distress', 'Helplessness']"
194,I was surprised my brother joined the army.,surprised,"['Urgency', 'Anxiety']"
195,Once I overslept and was late picking up my child from school. I felt so horrible about that.,guilty,"['Distress', 'Helplessness']"
196,I was on my way to work when i witnessed a child hit by a vehicle,devastated,"['Distress', 'Helplessness', 'Panic']"
197,One time someone knocked down part of our brick mailbox with their car.,surprised,"['Urgency', 'Anxiety']"
198,"I can't wait for tomorrow,we are going to Barbados for vacation as a family.",excited,['Urgency']
199,"There was a time I saw my boyfriend with another girl, I felt somehow",jealous,"['Coercion', 'Distress']"
200,Before I left the country I paid my bills and rent ahead for 2 months. Maybe I should have listed on Airbnb instead.,prepared,"['Calm', 'Urgency']"
201,i will be having an exam next week,anxious,"['Anxiety', 'Panic']"
202,I was a espectant of receiving gifts for my birthday b,hopeful,"['Calm', 'Urgency']"
203,I'm so mad my son came home late last night.,annoyed,['Aggression']
204,"My girlfriend passed her medical school last year, I was so proud of her",impressed,['Calm']
205,"When I went for a show in New York, I was expecting to see beyonce",anticipating,"['Urgency', 'Anxiety']"
206,"I had no friends in high school, misery is being surrounded by an entire class and no one talking to you.",lonely,"['Distress', 'Helplessness']"
207,I feel very faithful in regards to my work. It gives me purpose in life.,faithful,['Calm']
208,I have never cheated on my girlfriend even once.,faithful,['Calm']
